sample_id	size	gc	md5	organism	taxid	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist
cpe040_contig_4	58795	0.5175440088442895	b7fa6b8ddb86e5d5571bccc1798ff13f	Enterobacteriaceae	543	IncL/M	AF550415	MOBP	NC_004464_00056	MPF_I	NC_004464_00105,NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	conjugative	AA064	0.06	AA174	0.025
cpe040_contig_5	50264	0.4438763329619608	a8e69cabb81ab277e7a7963e15917a81	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA066	0.06	AA177	0.025
cpe040_contig_6	96638	0.4784142883751733	f9490c8bc7a38c50bebb665a1152c057	Enterobacteriaceae	543	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	non-mobilizable	AA045	0.06	AA149	0.025
cpe041_contig_1	98472	0.5122979120968397	4062456cc96d86f95904889628fa8ec6	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncQ1	000136__AP014877_00014,000095__NZ_CP014273_00094,KF954760,000195__NC_013728_00014	MOBF	NC_011980_00044	-	-	-	-	mobilizable	AA037	0.06	AA137	0.025
cpe041_contig_3	92006	0.4826533052192248	b47f8b8355b8acbfa9e03d33a208438f	Enterobacteriaceae	543	IncY	000230__CP009168_00001	-	-	-	-	-	-	non-mobilizable	AA045	0.06	AA150	0.025
cpe041_contig_4	51476	0.4636918175460409	8d71455933f1f87df7123912bee6901b	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	conjugative	AA023	0.06	AA113	0.025
cpe042_2	127160	0.5174032714690154	5595a30b94873808653fecf657a35e26	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00167	MOBH	JQ319772	conjugative	AA001	0.06	AA083	0.025
cpe043_2	80132	0.527716767333899	487a05d4bc8bef70daa520ebb8355d0a	Enterobacteriaceae	543	IncFIA,IncR,rep_cluster_1418	AF250878,000204__CP008701_00115,000759__NC_013950_00034	-	-	-	-	MOBF	NZ_CP016035	mobilizable	AA005	0.06	AA088	0.025
cpe043_3	67100	0.5057526080476901	708536ae0d906c8775d17818edc04bb4	Enterobacteriaceae	543	IncL/M	U27345	MOBP	NC_004464_00056	MPF_I	NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	conjugative	AA064	0.06	AA175	0.025
cpe044_contig_2	89874	0.3435142532879364	608451aa95dacb11e13eccbe636305ea	Enterobacteriaceae	543	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021	MPF_F	NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00078,NC_010606_00079,NC_010606_00080,NZ_AEOY01000095_00077,NC_017163_00052,NC_017163_00053,NC_017163_00020,NC_010606_00076	-	-	conjugative	AA065	0.06	AA176	0.025
cpe044_contig_3	106967	0.4263090485850776	77666f0f968fbd7bc9dd61019d09812c	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA079	0.06	AA190	0.025
cpe044_contig_4	18834	0.3308378464479133	2b4d07542d5929a22d72a427ae2cdaf2	Enterobacteriaceae	543	rep_cluster_1364	000682__CU468232_00001	-	-	-	-	-	-	non-mobilizable	AA058	0.06	AA167	0.025
cpe045_2	70426	0.3337261806719109	6700b034222f04a59db2f95e89caf6f9	Enterobacteriaceae	543	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021	MPF_F	NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00078,NC_010606_00079,NC_010606_00080,NZ_AEOY01000095_00077,NC_017163_00052,NC_017163_00053,NC_017163_00020,NC_010606_00076	-	-	conjugative	AA065	0.06	AA176	0.025
cpe045_3	8731	0.3437177871950521	057121fe82548bb02ae41f2dd9a1c99e	Enterobacteriaceae	543	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	non-mobilizable	AA058	0.06	AA166	0.025
cpe047_2	158584	0.5617716793623568	7134f78e805ea75bb5afd4359e786dc2	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA080	0.06	AA191	0.025
cpe047_3	122415	0.525662704733897	30e1d0af92d78a9168ad00ffd50e55e2	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000097__NC_025166_00051,000129__CP018340,CP033468_00001	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_014312_00116,NC_021502_00150	-	-	conjugative	AA018	0.06	AA103	0.025
cpe047_4	73277	0.5288016703740601	b67bec0302fd9db3a924f2ae7e9c5ad3	Enterobacteriaceae	543	IncFIA,IncFII,IncFII	MK878891_00042,KF954760,000121__CP024805	-	-	-	-	-	-	non-mobilizable	AA038	0.06	AA141	0.025
cpe047_5	7819	0.5124696252717739	aac166393d86ee234b85d346e587723a	Enterobacteriaceae	543	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	-	-	non-mobilizable	AA007	0.06	AA091	0.025
cpe047_6	6141	0.521901970363133	cbd90985b1a4419ce1fd291d05682bfc	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe048_2	9632	0.3345099667774086	8dcf8cdba8b1c4b5fa84f38cb975e9c2	Enterobacteriaceae	543	rep_cluster_1233	000539__KY704308_00001	-	-	-	-	-	-	non-mobilizable	AA059	0.06	AA168	0.025
cpe049_contig_2	168568	0.5174884912913483	5f0c6885e38e02188b2c1ab1e0574e22	Enterobacteriaceae	543	IncFIB,IncFII	000107__CP014778_00094,000126__FO834904	-	-	-	-	-	-	non-mobilizable	AA025	0.06	AA119	0.025
cpe049_contig_3	86188	0.5263957859562817	51ffb3895399cc7c5753f68511521d98	Enterobacteriaceae	543	IncFIA,IncFII	AF250878,000126__FO834904	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021231_00085,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_014312_00141,NC_019165_00034,NC_021502_00131,NC_021502_00150	-	-	conjugative	AA019	0.06	AA108	0.025
cpe049_contig_4	91408	0.5283345002625591	1c5af9947df7329ca71ec8946ca30b32	Enterobacteriaceae	543	IncFIA	000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_008460_00107,NC_013437_00116,NC_019072_00073	MOBP	AP014804	conjugative	AA034	0.06	AA132	0.025
cpe049_contig_5	17230	0.4720255368543238	e7e97e6698e4ce0e9ee1e1fa49c332da	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA081	0.06	AA192	0.025
cpe051_contig_2	99288	0.5123882040125695	632ff4db766fbaf813c7245d5ff98c5a	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncFII,IncQ1	000136__AP014877_00014,000095__NZ_CP014273_00094,000121__CP024805,KF954760,000195__NC_013728_00014	MOBF	NC_011980_00044	-	-	-	-	mobilizable	AA037	0.06	AA137	0.025
cpe051_contig_3	51479	0.4637036461469725	04b17a2de08df34636d5166e00659de8	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	conjugative	AA023	0.06	AA113	0.025
cpe052_2	64259	0.5101697816648252	04aaa41f0383001d0e2f9af8c6a7b8ad	Enterobacteriaceae	543	IncFIB	000097__NC_025166_00051	-	-	-	-	-	-	non-mobilizable	AA018	0.06	AA102	0.025
cpe052_3	6141	0.521901970363133	cbd90985b1a4419ce1fd291d05682bfc	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe055_2	10879	0.3444250390660906	5680e83925ee2b3c936c949fe639b311	Enterobacteriaceae	543	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	non-mobilizable	AA058	0.06	AA166	0.025
cpe058_contig_2	302147	0.4672526948803066	8bb60086f8023dfae0441fe088ce8a0a	Enterobacteriaceae	543	IncFIB,IncHI1B,rep_cluster_1254	CP024497_00001,JN420336,000562__KT346360_00001	MOBH	NC_016980_00239	MPF_F	NC_016980_00240,NC_018107_00101,NC_016980_00110,NC_016980_00109,NC_018107_00235,NC_023911_00309,NC_016980_00099	-	-	conjugative	AA042	0.06	AA146	0.025
cpe058_contig_3	79295	0.5250015763919541	97a2cde768e1320fef73d2c4cf827938	Enterobacteriaceae	543	IncFII,rep_cluster_1418	MK649828_00114,000759__NC_013950_00034	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA019	0.06	AA106	0.025
cpe059_contig_1	304059	0.467978254220398	3db1445301476dc4460aace727a684c3	Enterobacteriaceae	543	IncFIB,IncHI1B,rep_cluster_1254	CP024497_00001,JN420336,000562__KT346360_00001	MOBH	NC_016980_00239	MPF_F	NC_018107_00101,NC_016980_00240,NC_023911_00309,NC_018107_00235,NC_016980_00109,NC_016980_00110,NC_016980_00099	-	-	conjugative	AA042	0.06	AA146	0.025
cpe059_contig_3	79295	0.5250141875275869	667e23f1129f1b61de62fa509712fbe5	Enterobacteriaceae	543	IncFII,rep_cluster_1418	MK649828_00114,000759__NC_013950_00034	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA019	0.06	AA106	0.025
cpe060_2	146300	0.524066985645933	fbfd5337d1c8d9e1bf7d0c99974b6596	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000097__NC_025166_00051,000129__CP018340,CP033468_00001	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA018	0.06	AA103	0.025
cpe060_3	73278	0.5287944539971069	a2bcc2fb64c2e54eba6fb5be7c1bbf82	Enterobacteriaceae	543	IncFIA,IncFII,IncFII	MK878891_00042,KF954760,000121__CP024805	-	-	-	-	-	-	non-mobilizable	AA038	0.06	AA141	0.025
cpe060_4	8514	0.4661733615221987	daf9cfd25876fd178b1e72adaacc3de1	Enterobacteriaceae	543	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	non-mobilizable	AA013	0.06	AA097	0.025
cpe060_5	6141	0.521901970363133	cbd90985b1a4419ce1fd291d05682bfc	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe061_contig_2	318845	0.4716900061158243	cd8f3bd6a2599d647bcbe628af4fd0e9	Enterobacteriaceae	543	IncFIB,IncHI1B,rep_cluster_1254	CP024497_00001,JN420336,000562__KT346360_00001	MOBH	NC_016980_00239	MPF_F	NC_018107_00101,NC_016980_00240,NC_023911_00309,NC_018107_00235,NC_016980_00109,NC_016980_00110,NC_016980_00099	-	-	conjugative	AA042	0.06	AA146	0.025
cpe061_contig_3	79295	0.5250141875275869	e42561cd72d5797141398239ddc9d57d	Enterobacteriaceae	543	IncFII,rep_cluster_1418	MK649828_00114,000759__NC_013950_00034	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA019	0.06	AA106	0.025
cpe067_2	163512	0.5158642790743188	0d055f952b420502f1f95eeba76340f4	Enterobacteriaceae	543	IncFIA,IncFIA,IncFIA,IncFIB,IncFIC	MK878891_00042,000136__AP014877_00014,AF250878,000095__NZ_CP014273_00094,AP001918	MOBF	NC_017627_00068	MPF_F	NC_009837_00049,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_019037_00043,NC_022651_00077,NC_013437_00116,08-5333_00200	MOBF	CP000430	conjugative	AA038	0.06	AA142	0.025
cpe067_3	89863	0.49880373457374	b5e74b88c2decd5edd388d046b8bdfeb	Enterobacteriaceae	543	IncI-gamma/K1	CP003290	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	conjugative	AA031	0.06	AA127	0.025
cpe067_4	51479	0.4637230715437362	2608a2464457967b07078d8c9d8b2ad6	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	conjugative	AA023	0.06	AA113	0.025
cpe067_5	12602	0.4551658466910014	b7b34b4be27581df626f74ed6ddfd910	Enterobacteriaceae	543	rep_cluster_2335,rep_cluster_2373	EF088686_00008,LT985313_00005	-	-	-	-	MOBP	CP008720	mobilizable	AA008	0.06	AA092	0.025
cpe068_contig_2	196964	0.5200087325602648	3845a3df89aeb8552d47f85e72e8b86c	Enterobacteriaceae	543	IncFIB,IncFII	000107__CP014778_00094,000124__KP125893_00142	MOBF,MOBF	CP035180_00077,NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_014312_00128,NC_022609_00081,NC_011281_00082,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00131,NC_021502_00150	-	-	conjugative	AA024	0.06	AA114	0.025
cpe068_contig_3	63589	0.5121955055119596	1778646a9ae9d6de92ca9dfd3e837519	Enterobacteriaceae	543	IncL/M	JN626286	MOBP	NC_004464_00056	MPF_I	NC_004464_00073,NC_005246_00069,NC_019154_00069,NC_004464_00068,NC_004464_00066,NC_019344_00078,NC_019063_00094,NC_005246_00057,NC_004464_00105	-	-	conjugative	AA064	0.06	AA173	0.025
cpe069_contig_2	145843	0.522232811996462	651d9deb3c7234b315e8252a3415b432	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012690_00071,NC_012885_00072	MPF_F	NC_023291_00077,NC_012885_00091,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167,NC_012885_00088	MOBH	HG428760	conjugative	AA001	0.06	AA084	0.025
cpe070_2	195665	0.5252651215087011	d4275fe5258845999c6a3bb796f7adde	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000107__CP014778_00094,000128__CP023916,CP017721_00179	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_014312_00141,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA024	0.06	AA116	0.025
cpe070_3	145843	0.522232811996462	73ff8ad58aa8c8551a9643bf52e944c9	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00091,NC_023291_00077,NC_012885_00167,NC_012885_00088	MOBH	HG428760	conjugative	AA001	0.06	AA084	0.025
cpe070_4	84239	0.5289117867021214	f97877ab108c321fd86001b90750ada8	Enterobacteriaceae	543	IncFIB	000097__NC_025166_00051	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA018	0.06	AA105	0.025
cpe072_2	145843	0.522232811996462	73ff8ad58aa8c8551a9643bf52e944c9	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00091,NC_023291_00077,NC_012885_00167,NC_012885_00088	MOBH	HG428760	conjugative	AA001	0.06	AA084	0.025
cpe072_3	84321	0.5253139787241612	e6eb3009ec955e40132a267eb076e05d	Enterobacteriaceae	543	IncFIA,IncFIC	MK878891_00042,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_008460_00107,NC_013437_00116,08-5333_00200	MOBP	AP014804	conjugative	AA034	0.06	AA132	0.025
cpe072_4	71054	0.5057139640273595	21fca616ffdf150dbb8f273116890745	Enterobacteriaceae	543	IncFIA,IncFIC,rep_cluster_2131,rep_cluster_2232,rep_cluster_2313	CP027674_00138,AP001918,CP030770_00142,CP031286_00006,CP025980_00001	MOBF	NC_017627_00068	MPF_Unknown	08-5333_00200	-	-	conjugative	AA035	0.06	AA135	0.025
cpe073_2	195665	0.525219124524059	7ea564a925a1dc827177e6639a9e7d2f	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000107__CP014778_00094,000128__CP023916,CP017721_00179	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_014312_00141,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA024	0.06	AA116	0.025
cpe073_3	145843	0.522232811996462	73ff8ad58aa8c8551a9643bf52e944c9	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00091,NC_023291_00077,NC_012885_00167,NC_012885_00088	MOBH	HG428760	conjugative	AA001	0.06	AA084	0.025
cpe073_4	98051	0.525838594200977	ca2a4362118564484fcc2a0ac9347054	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000097__NC_025166_00051,000132__HG969996,CP017721_00179	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA018	0.06	AA105	0.025
cpe076_2	249647	0.5189527612989541	c456b4e861d52a7cd605494e19a61880	Enterobacteriaceae	543	IncFIB,IncFII,IncX3,rep_cluster_2183	000107__CP014778_00094,000129__CP018340,000221__NC_025130_00012,CP033468_00001	MOBF,MOBF,MOBP	NC_021231_00058,CP035180_00077,NC_020552_00059	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA024	0.06	AA118	0.025
cpe076_3	117590	0.5395101624287779	675e1cbbf38e1713b7b63dcb90408047	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000097__NC_025166_00051,000129__CP018340,CP033468_00001	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA018	0.06	AA105	0.025
cpe076_4	13636	0.5370343209152244	e6d09cd43e41c4f060a5cb0a0270abc9	Enterobacteriaceae	543	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	mobilizable	AA050	0.06	AA158	0.025
cpe077_2	10879	0.3444250390660906	b6867b94c07bb28def1cafeacd429883	Enterobacteriaceae	543	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	non-mobilizable	AA058	0.06	AA166	0.025
cpe078_contig_2	92332	0.5017978598968938	9affa2eeedf1cd57829e694c15ac9773	Enterobacteriaceae	543	IncFIA,IncFIB	CP022610_00144,CP025678_00009	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200	MOBF	NZ_CP012164	conjugative	AA034	0.06	AA134	0.025
cpe078_contig_3	114576	0.5025485267420752	11e46eec67441ba3133c77f6ba27ed94	Enterobacteriaceae	543	IncI-gamma/K1	MF344577	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_011419_00085,NC_022267_00057,NC_019097_00056	MOBP	KM107848	conjugative	AA031	0.06	AA128	0.025
cpe078_contig_4	99049	0.4694848004523014	3728fc685b78ca925d8588aca62d6341	Enterobacteriaceae	543	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	non-mobilizable	AA045	0.06	AA153	0.025
cpe079_contig_2	398146	0.5677716214654925	c93e635ba0b54e5c3bb34a90e8dd745d	Enterobacteriaceae	543	rep_cluster_1115	000375__CP015879_00037	-	-	MPF_I	NC_022344_00497,NC_022344_00487	-	-	non-mobilizable	AA063	0.06	AA172	0.025
cpe079_contig_3	52411	0.5942073228902329	373a6ab6431a09a695cf3f98c1d69dca	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA061	0.06	AA170	0.025
cpe080_contig_2	32506	0.5220267027625669	e3bbc2e130c326e4194e2de788f69dd3	Enterobacteriaceae	543	-	-	-	-	-	-	-	-	non-mobilizable	AA003	0.06	AA086	0.025
cpe080_contig_3	19318	0.3442385340097318	064e32fb3eb54fdcecb641224ef101bd	Enterobacteriaceae	543	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	non-mobilizable	AA058	0.06	AA166	0.025
cpe080_contig_4	73938	0.3996591739024588	aa99f56db6903b15f5a781fe4bf90981	Enterobacteriaceae	543	rep_cluster_1193	000481__NZ_ALIR01000019_00012	MOBQ,MOBQ	NZ_ALIR01000019_00003,NC_020818_00001	MPF_T	NZ_ALIR01000019_00032,NZ_ALIR01000019_00028,NZ_ALIR01000019_00021,NC_019268_00038,NC_019268_00036	-	-	conjugative	AA057	0.06	AA165	0.025
cpe081_2	154592	0.5160098840819706	87c732ff8096dd4b74b1ed647017cfb7	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncFII	000136__AP014877_00014,000096__NC_019117_00097,AJ851089,KF954760	MOBF,MOBP	NC_017627_00068,NC_021819_00066	MPF_F	NC_019094_00068,NC_008460_00097,NC_017054_00096,NC_010409_00124,NC_019037_00043,NC_022651_00077	MOBF	NZ_CM001473	conjugative	AA037	0.06	AA139	0.025
cpe081_3	39201	0.4876151118593913	f2bfa7765f660bdff568242b5fdc1cee	Enterobacteriaceae	543	IncI-gamma/K1	KC788405	MOBP	NC_019097	MPF_I	NC_019097_00056	MOBP	JN253636	conjugative	AA030	0.06	AA125	0.025
cpe082_2	121158	0.5314135261394213	3815c2f51b1ffe5f9bb0b662801f1363	Enterobacteriaceae	543	IncFIA,IncFIA,IncFIC	000136__AP014877_00014,AF250878,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200	MOBF	KX710094	conjugative	AA033	0.06	AA130	0.025
cpe082_3	10122	0.3820391227030231	9d2f435e7bbac3c10e0cc595172dba4c	Enterobacteriaceae	543	rep_cluster_1155	000435__NC_009344_00001	MOBQ	KT351737_00004	-	-	-	-	mobilizable	AA082	0.06	AA193	0.025
cpe083_2	216443	0.5098339978654889	abdfad73ec2ce8258460ed5bd38ff530	Enterobacteriaceae	543	IncFIB,IncU	000107__CP014778_00094,000212__CP012556_00176	-	-	-	-	-	-	non-mobilizable	AA026	0.06	AA121	0.025
cpe083_3	171434	0.5186077440881038	0d73034d12096936a2d28bc2ee3dfb12	Enterobacteriaceae	543	IncFIA,IncFII,rep_cluster_2183	AF250878,000129__CP018340,CP017721_00179	MOBF,MOBF	CP035180_00077,NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_014312_00141,NC_021502_00131,NC_021502_00150	-	-	conjugative	AA019	0.06	AA109	0.025
cpe083_4	51479	0.4636842207502088	3122c39036b431e0c373410023555cf4	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	conjugative	AA023	0.06	AA113	0.025
cpe084_contig_3	96328	0.4750228386346649	b0d0e5a0642df69fec658d8b5af1f3fc	Enterobacteriaceae	543	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	non-mobilizable	AA045	0.06	AA151	0.025
cpe084_contig_4	85779	0.4974760722321314	897279c8daf02463dde403004baf3e59	Enterobacteriaceae	543	IncI-gamma/K1	CP001118	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	HM021326	conjugative	AA031	0.06	AA126	0.025
cpe084_contig_5	128762	0.5082710737639987	e8cff22cc36e964c00fc03b996232049	Enterobacteriaceae	543	IncFIA,IncFIB	000136__AP014877_00014,000101__NZ_CP012345_00042	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200	MOBF	EU331425	conjugative	AA033	0.06	AA131	0.025
cpe085_2	64259	0.5101853436872656	50e26cd64eb67b8b73786d48540b8469	Enterobacteriaceae	543	IncFIB	000097__NC_025166_00051	-	-	-	-	-	-	non-mobilizable	AA018	0.06	AA102	0.025
